Candidate_ID,Candidate_Name,Parent_Seed_ID,Parent_Name,Transformation_Code,Design_Change,Attachment_Position,Design_Rationale,Linker_Type,Reactive_Group,Preparation_Type,Synthesis_Level,Parent_Tanimoto_r3,Max_Train_Tanimoto_r3,Risk_Flags
CAND_R2_173,DTB-OH-allyl-all,TRAIN_018,DTB,OH_allyl_all,Converted one OH group to an allyl ether; no EP reactivity is assumed. Converted all OH groups.,all_OH,Converted one OH group to an allyl ether; no EP reactivity is assumed. All OH sites were changed.,OH-to-allyl-ether-all,allyl,Additive,B,0.5675675675675675,0.5675675675675675,large structural change from parent; candidate may be outside strict in-domain threshold
CAND_R2_174,DSD-amino,TRAIN_077,DSD,amino,Added amino at aromatic atom 46.,peripheral_aromatic,Introduced one aryl amino group to add a P–N motif and a potential epoxy co-curing site.,aryl-amino,NH2,Co-curing,B,0.8333333333333334,0.8333333333333334,none
CAND_R2_175,DSD-hydroxy,TRAIN_077,DSD,hydroxy,Added hydroxy at aromatic atom 46.,peripheral_aromatic,Introduced one phenolic hydroxyl group; kept as Additive unless a validated pre-reaction route is available.,aryl-hydroxy,OH,Additive,B,0.8536585365853658,0.8536585365853658,none
CAND_R2_176,DSD-hydroxymethyl,TRAIN_077,DSD,hydroxymethyl,Added hydroxymethyl at aromatic atom 46.,peripheral_aromatic,Introduced one hydroxymethyl group to increase polarity; not automatically treated as an epoxy-reactive group.,aryl-hydroxymethyl,CH2OH,Additive,B,0.813953488372093,0.813953488372093,none
CAND_R2_177,DSD-carboxamide,TRAIN_077,DSD,carboxamide,Added carboxamide at aromatic atom 46.,peripheral_aromatic,"Introduced one primary carboxamide as a polar, hydrogen-bonding substituent.",aryl-carboxamide,amide,Additive,B,0.8045977011494253,0.8045977011494253,none
CAND_R2_178,DSD-boronic-acid,TRAIN_077,DSD,boronic_acid,Added boronic_acid at aromatic atom 46.,peripheral_aromatic,Introduced one aryl boronic acid group to create a P–B candidate.,aryl-boronic-acid,B(OH)2,Additive,B,0.813953488372093,0.813953488372093,none
CAND_R2_179,DSD-pinacol-boronate,TRAIN_077,DSD,pinacol_boronate,Added pinacol_boronate at aromatic atom 46.,peripheral_aromatic,Introduced one pinacol boronate to create a more protected P–B analogue.,aryl-pinacol-boronate,pinacol boronate,Additive,B,0.7368421052631579,0.7368421052631579,none
CAND_R2_180,DSD-trimethoxysilyl,TRAIN_077,DSD,trimethoxysilyl,Added trimethoxysilyl at aromatic atom 46.,peripheral_aromatic,Introduced one trialkoxysilane unit; secondary siloxane-network formation requires hydrolysis/condensation conditions.,aryl-trimethoxysilyl,Si(OCH3)3,Additive + Secondary Crosslinking,B,0.7692307692307693,0.7692307692307693,none
CAND_R2_181,DSD-triethoxysilyl,TRAIN_077,DSD,triethoxysilyl,Added triethoxysilyl at aromatic atom 46.,peripheral_aromatic,Introduced one triethoxysilane unit as a P–Si candidate.,aryl-triethoxysilyl,Si(OC2H5)3,Additive + Secondary Crosslinking,B,0.7368421052631579,0.7368421052631579,none
CAND_R2_182,DSD-disiloxane,TRAIN_077,DSD,disiloxane,Added disiloxane at aromatic atom 46.,peripheral_aromatic,Introduced a short disiloxane substituent without assuming epoxy-network reactivity.,short-disiloxane,none,Additive,B,0.7526881720430108,0.7526881720430108,none
CAND_R2_183,DSD-glycidyloxy,TRAIN_077,DSD,glycidyloxy,Added glycidyloxy at aromatic atom 46.,peripheral_aromatic,Introduced one glycidyl ether group for co-curing with the epoxy hardener.,aryl-glycidyl-ether,epoxy,Co-curing,B,0.7291666666666666,0.7291666666666666,none
CAND_R2_184,DSD-diaminotriazine,TRAIN_077,DSD,diaminotriazine,Added diaminotriazine at aromatic atom 46.,peripheral_aromatic,Introduced one diamino-triazine substituent to add nitrogen and potential co-curing sites.,"diamino-1,3,5-triazine",NH2,Co-curing,B,0.7291666666666666,0.7291666666666666,none
CAND_R2_185,DSD-piperazine,TRAIN_077,DSD,piperazine,Added piperazine at aromatic atom 46.,peripheral_aromatic,Introduced a monosubstituted piperazine unit retaining one secondary N–H site.,piperazine,NH,Co-curing,B,0.7291666666666666,0.7291666666666666,none
CAND_R2_186,DSD-benzamide-linker,TRAIN_077,DSD,benzamide_linker,Added benzamide_linker at aromatic atom 46.,peripheral_aromatic,Introduced a benzamide substituent; amide nitrogen is not treated as a normal amine curing site.,benzamide,amide,Additive,B,0.7368421052631579,0.7368421052631579,none
CAND_R2_187,DSD-phenyl,TRAIN_077,DSD,phenyl,Added phenyl at aromatic atom 46.,peripheral_aromatic,Extended the aromatic linker by one phenyl group.,phenyl,none,Additive,B,0.7865168539325843,0.7865168539325843,none
CAND_R2_188,DSD-biphenyl,TRAIN_077,DSD,biphenyl,Added biphenyl at aromatic atom 46.,peripheral_aromatic,Extended the rigid aromatic linker to a biphenyl unit.,biphenyl,none,Additive,B,0.7608695652173914,0.7608695652173914,none
CAND_R2_189,DSD-OH-glycidyl-all,TRAIN_077,DSD,OH_glycidyl_all,Converted one OH group to a glycidyl ether. Converted all OH groups.,all_OH,Converted one OH group to a glycidyl ether. All OH sites were changed.,OH-to-glycidyl-ether-all,epoxy,Co-curing,B,0.6421052631578947,0.6421052631578947,large structural change from parent; candidate may be outside strict in-domain threshold
CAND_R2_190,DSD-OH-methyl,TRAIN_077,DSD,OH_methyl,Converted one OH group to a methyl ether. Regioisomer 1.,OH_site_1,Converted one OH group to a methyl ether.,OH-to-methyl-ether,none,Additive,B,0.8433734939759037,0.8433734939759037,none
CAND_R2_191,DSD-OH-methyl-all,TRAIN_077,DSD,OH_methyl_all,Converted one OH group to a methyl ether. Converted all OH groups.,all_OH,Converted one OH group to a methyl ether. All OH sites were changed.,OH-to-methyl-ether-all,none,Additive,B,0.7349397590361446,0.7349397590361446,none
CAND_R2_192,DSD-OH-acetyl,TRAIN_077,DSD,OH_acetyl,Converted one OH group to an acetate. Regioisomer 1.,OH_site_1,Converted one OH group to an acetate.,OH-to-acetate,none,Additive,B,0.7954545454545454,0.7954545454545454,none
CAND_R2_193,DSD-OH-acetyl-all,TRAIN_077,DSD,OH_acetyl_all,Converted one OH group to an acetate. Converted all OH groups.,all_OH,Converted one OH group to an acetate. All OH sites were changed.,OH-to-acetate-all,none,Additive,B,0.7045454545454546,0.7045454545454546,none
CAND_R2_194,DSD-OH-allyl,TRAIN_077,DSD,OH_allyl,Converted one OH group to an allyl ether; no EP reactivity is assumed. Regioisomer 1.,OH_site_1,Converted one OH group to an allyl ether; no EP reactivity is assumed.,OH-to-allyl-ether,allyl,Additive,B,0.7526881720430108,0.7526881720430108,none
CAND_R2_195,DSD-OH-allyl-all,TRAIN_077,DSD,OH_allyl_all,Converted one OH group to an allyl ether; no EP reactivity is assumed. Converted all OH groups.,all_OH,Converted one OH group to an allyl ether; no EP reactivity is assumed. All OH sites were changed.,OH-to-allyl-ether-all,allyl,Additive,B,0.6559139784946236,0.6559139784946236,candidate may be outside strict in-domain threshold
CAND_R2_196,DSD-NH-methyl,TRAIN_077,DSD,NH_methyl,"Methylated one free N–H site, reducing curing activity. Regioisomer 1.",NH_site_1,"Methylated one free N–H site, reducing curing activity.",N-methyl,none,Additive,B,0.7608695652173914,0.7608695652173914,none
CAND_R2_197,DSD-NH-methyl-all,TRAIN_077,DSD,NH_methyl_all,"Methylated one free N–H site, reducing curing activity. Converted all N–H sites.",all_NH,"Methylated one free N–H site, reducing curing activity. All free N–H sites were changed.",N-methyl-all,none,Additive,B,0.5652173913043478,0.5652173913043478,large structural change from parent; candidate may be outside strict in-domain threshold
CAND_R2_198,DSD-NH-hydroxyethyl,TRAIN_077,DSD,NH_hydroxyethyl,Introduced one hydroxyethyl substituent on an N–H site. Regioisomer 1.,NH_site_1,Introduced one hydroxyethyl substituent on an N–H site.,N-hydroxyethyl,OH,Additive,B,0.7216494845360825,0.7216494845360825,none
CAND_R2_199,DSD-NH-hydroxyethyl-all,TRAIN_077,DSD,NH_hydroxyethyl_all,Introduced one hydroxyethyl substituent on an N–H site. Converted all N–H sites.,all_NH,Introduced one hydroxyethyl substituent on an N–H site. All free N–H sites were changed.,N-hydroxyethyl-all,OH,Additive,C,0.5360824742268041,0.5360824742268041,large structural change from parent; candidate may be outside strict in-domain threshold; exploratory only; excluded from formal screening
CAND_R2_200,DSD-NH-glycidyl,TRAIN_077,DSD,NH_glycidyl,Introduced one glycidyl substituent on an N–H site. Regioisomer 1.,NH_site_1,Introduced one glycidyl substituent on an N–H site.,N-glycidyl,epoxy,Co-curing,B,0.693069306930693,0.693069306930693,candidate may be outside strict in-domain threshold
CAND_R2_201,DSD-NH-glycidyl-all,TRAIN_077,DSD,NH_glycidyl_all,Introduced one glycidyl substituent on an N–H site. Converted all N–H sites.,all_NH,Introduced one glycidyl substituent on an N–H site. All free N–H sites were changed.,N-glycidyl-all,epoxy,Co-curing,C,0.5247524752475248,0.5247524752475248,large structural change from parent; candidate may be outside strict in-domain threshold; exploratory only; excluded from formal screening
CAND_R2_202,DOPO-PPO-amino,TRAIN_080,DOPO-PPO,amino,Added amino at aromatic atom 53.,peripheral_aromatic,Introduced one aryl amino group to add a P–N motif and a potential epoxy co-curing site.,aryl-amino,NH2,Co-curing,B,0.7974683544303798,0.7974683544303798,none
CAND_R2_203,DOPO-PPO-hydroxy,TRAIN_080,DOPO-PPO,hydroxy,Added hydroxy at aromatic atom 53.,peripheral_aromatic,Introduced one phenolic hydroxyl group; kept as Additive unless a validated pre-reaction route is available.,aryl-hydroxy,OH,Additive,B,0.8076923076923077,0.8076923076923077,none
CAND_R2_204,DOPO-PPO-hydroxymethyl,TRAIN_080,DOPO-PPO,hydroxymethyl,Added hydroxymethyl at aromatic atom 53.,peripheral_aromatic,Introduced one hydroxymethyl group to increase polarity; not automatically treated as an epoxy-reactive group.,aryl-hydroxymethyl,CH2OH,Additive,B,0.7777777777777778,0.7777777777777778,none
CAND_R2_205,DOPO-PPO-carboxamide,TRAIN_080,DOPO-PPO,carboxamide,Added carboxamide at aromatic atom 53.,peripheral_aromatic,"Introduced one primary carboxamide as a polar, hydrogen-bonding substituent.",aryl-carboxamide,amide,Additive,B,0.7682926829268293,0.7682926829268293,none
CAND_R2_206,DOPO-PPO-boronic-acid,TRAIN_080,DOPO-PPO,boronic_acid,Added boronic_acid at aromatic atom 53.,peripheral_aromatic,Introduced one aryl boronic acid group to create a P–B candidate.,aryl-boronic-acid,B(OH)2,Additive,B,0.7777777777777778,0.7777777777777778,none
CAND_R2_207,DOPO-PPO-pinacol-boronate,TRAIN_080,DOPO-PPO,pinacol_boronate,Added pinacol_boronate at aromatic atom 53.,peripheral_aromatic,Introduced one pinacol boronate to create a more protected P–B analogue.,aryl-pinacol-boronate,pinacol boronate,Additive,B,0.7,0.7,none
CAND_R2_208,DOPO-PPO-trimethoxysilyl,TRAIN_080,DOPO-PPO,trimethoxysilyl,Added trimethoxysilyl at aromatic atom 53.,peripheral_aromatic,Introduced one trialkoxysilane unit; secondary siloxane-network formation requires hydrolysis/condensation conditions.,aryl-trimethoxysilyl,Si(OCH3)3,Additive + Secondary Crosslinking,B,0.7411764705882353,0.7411764705882353,none
CAND_R2_209,DOPO-PPO-triethoxysilyl,TRAIN_080,DOPO-PPO,triethoxysilyl,Added triethoxysilyl at aromatic atom 53.,peripheral_aromatic,Introduced one triethoxysilane unit as a P–Si candidate.,aryl-triethoxysilyl,Si(OC2H5)3,Additive + Secondary Crosslinking,B,0.7078651685393258,0.7078651685393258,none
CAND_R2_210,DOPO-PPO-disiloxane,TRAIN_080,DOPO-PPO,disiloxane,Added disiloxane at aromatic atom 53.,peripheral_aromatic,Introduced a short disiloxane substituent without assuming epoxy-network reactivity.,short-disiloxane,none,Additive,B,0.7241379310344828,0.7241379310344828,none
CAND_R2_211,DOPO-PPO-glycidyloxy,TRAIN_080,DOPO-PPO,glycidyloxy,Added glycidyloxy at aromatic atom 53.,peripheral_aromatic,Introduced one glycidyl ether group for co-curing with the epoxy hardener.,aryl-glycidyl-ether,epoxy,Co-curing,B,0.7159090909090909,0.7159090909090909,none
CAND_R2_212,DOPO-PPO-diaminotriazine,TRAIN_080,DOPO-PPO,diaminotriazine,Added diaminotriazine at aromatic atom 53.,peripheral_aromatic,Introduced one diamino-triazine substituent to add nitrogen and potential co-curing sites.,"diamino-1,3,5-triazine",NH2,Co-curing,B,0.6923076923076923,0.6923076923076923,candidate may be outside strict in-domain threshold
CAND_R2_213,DOPO-PPO-piperazine,TRAIN_080,DOPO-PPO,piperazine,Added piperazine at aromatic atom 53.,peripheral_aromatic,Introduced a monosubstituted piperazine unit retaining one secondary N–H site.,piperazine,NH,Co-curing,B,0.6847826086956522,0.6847826086956522,candidate may be outside strict in-domain threshold
CAND_R2_214,DOPO-PPO-benzamide-linker,TRAIN_080,DOPO-PPO,benzamide_linker,Added benzamide_linker at aromatic atom 53.,peripheral_aromatic,Introduced a benzamide substituent; amide nitrogen is not treated as a normal amine curing site.,benzamide,amide,Additive,B,0.7415730337078652,0.7415730337078652,none
CAND_R2_215,DOPO-PPO-phenyl,TRAIN_080,DOPO-PPO,phenyl,Added phenyl at aromatic atom 53.,peripheral_aromatic,Extended the aromatic linker by one phenyl group.,phenyl,none,Additive,B,0.8024691358024691,0.8024691358024691,none
CAND_R2_216,DOPO-PPO-biphenyl,TRAIN_080,DOPO-PPO,biphenyl,Added biphenyl at aromatic atom 53.,peripheral_aromatic,Extended the rigid aromatic linker to a biphenyl unit.,biphenyl,none,Additive,B,0.7926829268292683,0.7926829268292683,none
CAND_R2_217,DOPO-PPO-OH-glycidyl-all,TRAIN_080,DOPO-PPO,OH_glycidyl_all,Converted one OH group to a glycidyl ether. Converted all OH groups.,all_OH,Converted one OH group to a glycidyl ether. All OH sites were changed.,OH-to-glycidyl-ether-all,epoxy,Co-curing,B,0.6195652173913043,0.6195652173913043,large structural change from parent; candidate may be outside strict in-domain threshold
CAND_R2_218,DOPO-PPO-OH-methyl,TRAIN_080,DOPO-PPO,OH_methyl,Converted one OH group to a methyl ether. Regioisomer 1.,OH_site_1,Converted one OH group to a methyl ether.,OH-to-methyl-ether,none,Additive,B,0.8414634146341463,0.8414634146341463,none
CAND_R2_219,DOPO-PPO-OH-methyl-all,TRAIN_080,DOPO-PPO,OH_methyl_all,Converted one OH group to a methyl ether. Converted all OH groups.,all_OH,Converted one OH group to a methyl ether. All OH sites were changed.,OH-to-methyl-ether-all,none,Additive,B,0.6951219512195121,0.6951219512195121,candidate may be outside strict in-domain threshold
CAND_R2_220,DOPO-PPO-OH-acetyl,TRAIN_080,DOPO-PPO,OH_acetyl,Converted one OH group to an acetate. Regioisomer 1.,OH_site_1,Converted one OH group to an acetate.,OH-to-acetate,none,Additive,B,0.8117647058823529,0.8117647058823529,none
CAND_R2_221,DOPO-PPO-OH-acetyl-all,TRAIN_080,DOPO-PPO,OH_acetyl_all,Converted one OH group to an acetate. Converted all OH groups.,all_OH,Converted one OH group to an acetate. All OH sites were changed.,OH-to-acetate-all,none,Additive,B,0.6941176470588235,0.6941176470588235,candidate may be outside strict in-domain threshold
CAND_R2_222,DOPO-PPO-OH-allyl,TRAIN_080,DOPO-PPO,OH_allyl,Converted one OH group to an allyl ether; no EP reactivity is assumed. Regioisomer 1.,OH_site_1,Converted one OH group to an allyl ether; no EP reactivity is assumed.,OH-to-allyl-ether,allyl,Additive,B,0.7582417582417582,0.7582417582417582,none
CAND_R2_223,DOPO-PPO-OH-allyl-all,TRAIN_080,DOPO-PPO,OH_allyl_all,Converted one OH group to an allyl ether; no EP reactivity is assumed. Converted all OH groups.,all_OH,Converted one OH group to an allyl ether; no EP reactivity is assumed. All OH sites were changed.,OH-to-allyl-ether-all,allyl,Additive,B,0.6263736263736264,0.6263736263736264,large structural change from parent; candidate may be outside strict in-domain threshold
CAND_R2_224,PAD-amino,TRAIN_055,PAD,amino,Added amino at aromatic atom 47.,peripheral_aromatic,Introduced one aryl amino group to add a P–N motif and a potential epoxy co-curing site.,aryl-amino,NH2,Co-curing,B,0.8490566037735849,0.8490566037735849,none
CAND_R2_225,PAD-hydroxy,TRAIN_055,PAD,hydroxy,Added hydroxy at aromatic atom 47.,peripheral_aromatic,Introduced one phenolic hydroxyl group; kept as Additive unless a validated pre-reaction route is available.,aryl-hydroxy,OH,Additive,B,0.8571428571428571,0.8571428571428571,none
CAND_R2_226,PAD-hydroxymethyl,TRAIN_055,PAD,hydroxymethyl,Added hydroxymethyl at aromatic atom 47.,peripheral_aromatic,Introduced one hydroxymethyl group to increase polarity; not automatically treated as an epoxy-reactive group.,aryl-hydroxymethyl,CH2OH,Additive,B,0.8333333333333334,0.8333333333333334,none
CAND_R2_227,PAD-carboxamide,TRAIN_055,PAD,carboxamide,Added carboxamide at aromatic atom 47.,peripheral_aromatic,"Introduced one primary carboxamide as a polar, hydrogen-bonding substituent.",aryl-carboxamide,amide,Additive,B,0.8181818181818182,0.8181818181818182,none
CAND_R2_228,PAD-boronic-acid,TRAIN_055,PAD,boronic_acid,Added boronic_acid at aromatic atom 47.,peripheral_aromatic,Introduced one aryl boronic acid group to create a P–B candidate.,aryl-boronic-acid,B(OH)2,Additive,B,0.8256880733944955,0.8256880733944955,none
CAND_R2_229,PAD-pinacol-boronate,TRAIN_055,PAD,pinacol_boronate,Added pinacol_boronate at aromatic atom 47.,peripheral_aromatic,Introduced one pinacol boronate to create a more protected P–B analogue.,aryl-pinacol-boronate,pinacol boronate,Additive,B,0.7692307692307693,0.7692307692307693,none
CAND_R2_230,PAD-trimethoxysilyl,TRAIN_055,PAD,trimethoxysilyl,Added trimethoxysilyl at aromatic atom 47.,peripheral_aromatic,Introduced one trialkoxysilane unit; secondary siloxane-network formation requires hydrolysis/condensation conditions.,aryl-trimethoxysilyl,Si(OCH3)3,Additive + Secondary Crosslinking,B,0.8108108108108109,0.8108108108108109,none
CAND_R2_231,PAD-triethoxysilyl,TRAIN_055,PAD,triethoxysilyl,Added triethoxysilyl at aromatic atom 47.,peripheral_aromatic,Introduced one triethoxysilane unit as a P–Si candidate.,aryl-triethoxysilyl,Si(OC2H5)3,Additive + Secondary Crosslinking,B,0.7894736842105263,0.7894736842105263,high molecular weight
CAND_R2_232,PAD-disiloxane,TRAIN_055,PAD,disiloxane,Added disiloxane at aromatic atom 47.,peripheral_aromatic,Introduced a short disiloxane substituent without assuming epoxy-network reactivity.,short-disiloxane,none,Additive,B,0.7964601769911505,0.7964601769911505,high molecular weight
CAND_R2_233,PAD-glycidyloxy,TRAIN_055,PAD,glycidyloxy,Added glycidyloxy at aromatic atom 47.,peripheral_aromatic,Introduced one glycidyl ether group for co-curing with the epoxy hardener.,aryl-glycidyl-ether,epoxy,Co-curing,B,0.7758620689655172,0.7758620689655172,none
CAND_R2_234,PAD-diaminotriazine,TRAIN_055,PAD,diaminotriazine,Added diaminotriazine at aromatic atom 47.,peripheral_aromatic,Introduced one diamino-triazine substituent to add nitrogen and potential co-curing sites.,"diamino-1,3,5-triazine",NH2,Co-curing,B,0.782608695652174,0.782608695652174,none
CAND_R2_235,PAD-piperazine,TRAIN_055,PAD,piperazine,Added piperazine at aromatic atom 47.,peripheral_aromatic,Introduced a monosubstituted piperazine unit retaining one secondary N–H site.,piperazine,NH,Co-curing,B,0.7627118644067796,0.7627118644067796,none
CAND_R2_236,PAD-benzamide-linker,TRAIN_055,PAD,benzamide_linker,Added benzamide_linker at aromatic atom 47.,peripheral_aromatic,Introduced a benzamide substituent; amide nitrogen is not treated as a normal amine curing site.,benzamide,amide,Additive,B,0.7758620689655172,0.7758620689655172,none
CAND_R2_237,PAD-phenyl,TRAIN_055,PAD,phenyl,Added phenyl at aromatic atom 47.,peripheral_aromatic,Extended the aromatic linker by one phenyl group.,phenyl,none,Additive,B,0.8256880733944955,0.8256880733944955,none
CAND_R2_238,PAD-biphenyl,TRAIN_055,PAD,biphenyl,Added biphenyl at aromatic atom 47.,peripheral_aromatic,Extended the rigid aromatic linker to a biphenyl unit.,biphenyl,none,Additive,B,0.8035714285714286,0.8035714285714286,high molecular weight
CAND_R2_239,PAD-NH-methyl,TRAIN_055,PAD,NH_methyl,"Methylated one free N–H site, reducing curing activity. Regioisomer 1.",NH_site_1,"Methylated one free N–H site, reducing curing activity.",N-methyl,none,Additive,B,0.7964601769911505,0.7964601769911505,none
CAND_R2_240,PAD-NH-methyl-all,TRAIN_055,PAD,NH_methyl_all,"Methylated one free N–H site, reducing curing activity. Converted all N–H sites.",all_NH,"Methylated one free N–H site, reducing curing activity. All free N–H sites were changed.",N-methyl-all,none,Additive,B,0.6283185840707964,0.6283185840707964,large structural change from parent; candidate may be outside strict in-domain threshold
CAND_R2_241,PAD-NH-hydroxyethyl,TRAIN_055,PAD,NH_hydroxyethyl,Introduced one hydroxyethyl substituent on an N–H site. Regioisomer 1.,NH_site_1,Introduced one hydroxyethyl substituent on an N–H site.,N-hydroxyethyl,OH,Additive,B,0.7627118644067796,0.7627118644067796,none
CAND_R2_242,PAD-NH-hydroxyethyl-all,TRAIN_055,PAD,NH_hydroxyethyl_all,Introduced one hydroxyethyl substituent on an N–H site. Converted all N–H sites.,all_NH,Introduced one hydroxyethyl substituent on an N–H site. All free N–H sites were changed.,N-hydroxyethyl-all,OH,Additive,B,0.5932203389830508,0.5932203389830508,large structural change from parent; candidate may be outside strict in-domain threshold
CAND_R2_243,PAD-NH-glycidyl,TRAIN_055,PAD,NH_glycidyl,Introduced one glycidyl substituent on an N–H site. Regioisomer 1.,NH_site_1,Introduced one glycidyl substituent on an N–H site.,N-glycidyl,epoxy,Co-curing,B,0.75,0.75,none
CAND_R2_244,PAD-NH-glycidyl-all,TRAIN_055,PAD,NH_glycidyl_all,Introduced one glycidyl substituent on an N–H site. Converted all N–H sites.,all_NH,Introduced one glycidyl substituent on an N–H site. All free N–H sites were changed.,N-glycidyl-all,epoxy,Co-curing,B,0.5833333333333334,0.5833333333333334,large structural change from parent; candidate may be outside strict in-domain threshold
CAND_R2_245,PAD-aromatic-S-to-O-all,TRAIN_055,PAD,aromatic_S_to_O_all,Replaced all aromatic sulfur atoms by oxygen.,all_aromatic_S,Generated the fully oxygen-substituted heteroaromatic analogue.,heteroaromatic-S/O-analogue-all,none,Additive,B,0.6822429906542056,0.6822429906542056,candidate may be outside strict in-domain threshold
CAND_R2_246,DOPO-PEPA-hydroxy,TRAIN_075,DOPO-PEPA,hydroxy,Added hydroxy at aromatic atom 13.,DOPO_core_aromatic,Introduced one phenolic hydroxyl group; kept as Additive unless a validated pre-reaction route is available.,aryl-hydroxy,OH,Additive,B,0.684931506849315,0.684931506849315,DOPO-core substitution route needs confirmation; candidate may be outside strict in-domain threshold
CAND_R2_247,DOPO-PEPA-hydroxymethyl,TRAIN_075,DOPO-PEPA,hydroxymethyl,Added hydroxymethyl at aromatic atom 13.,DOPO_core_aromatic,Introduced one hydroxymethyl group to increase polarity; not automatically treated as an epoxy-reactive group.,aryl-hydroxymethyl,CH2OH,Additive,B,0.6666666666666666,0.6666666666666666,DOPO-core substitution route needs confirmation; candidate may be outside strict in-domain threshold
CAND_R2_248,DOPO-PEPA-carboxamide,TRAIN_075,DOPO-PEPA,carboxamide,Added carboxamide at aromatic atom 13.,DOPO_core_aromatic,"Introduced one primary carboxamide as a polar, hydrogen-bonding substituent.",aryl-carboxamide,amide,Additive,B,0.6493506493506493,0.6493506493506493,DOPO-core substitution route needs confirmation; large structural change from parent; candidate may be outside strict in-domain threshold
CAND_R2_249,DOPO-PEPA-boronic-acid,TRAIN_075,DOPO-PEPA,boronic_acid,Added boronic_acid at aromatic atom 13.,DOPO_core_aromatic,Introduced one aryl boronic acid group to create a P–B candidate.,aryl-boronic-acid,B(OH)2,Additive,B,0.6578947368421053,0.6578947368421053,DOPO-core substitution route needs confirmation; candidate may be outside strict in-domain threshold
CAND_R2_250,DOPO-PEPA-pinacol-boronate,TRAIN_075,DOPO-PEPA,pinacol_boronate,Added pinacol_boronate at aromatic atom 13.,DOPO_core_aromatic,Introduced one pinacol boronate to create a more protected P–B analogue.,aryl-pinacol-boronate,pinacol boronate,Additive,B,0.6024096385542169,0.6024096385542169,DOPO-core substitution route needs confirmation; large structural change from parent; candidate may be outside strict in-domain threshold
CAND_R2_251,DOPO-PEPA-trimethoxysilyl,TRAIN_075,DOPO-PEPA,trimethoxysilyl,Added trimethoxysilyl at aromatic atom 13.,DOPO_core_aromatic,Introduced one trialkoxysilane unit; secondary siloxane-network formation requires hydrolysis/condensation conditions.,aryl-trimethoxysilyl,Si(OCH3)3,Additive + Secondary Crosslinking,B,0.6329113924050633,0.6329113924050633,DOPO-core substitution route needs confirmation; large structural change from parent; candidate may be outside strict in-domain threshold
CAND_R2_252,DOPO-PEPA-triethoxysilyl,TRAIN_075,DOPO-PEPA,triethoxysilyl,Added triethoxysilyl at aromatic atom 13.,DOPO_core_aromatic,Introduced one triethoxysilane unit as a P–Si candidate.,aryl-triethoxysilyl,Si(OC2H5)3,Additive + Secondary Crosslinking,B,0.6097560975609756,0.6097560975609756,DOPO-core substitution route needs confirmation; large structural change from parent; candidate may be outside strict in-domain threshold
CAND_R2_253,DOPO-PEPA-disiloxane,TRAIN_075,DOPO-PEPA,disiloxane,Added disiloxane at aromatic atom 13.,DOPO_core_aromatic,Introduced a short disiloxane substituent without assuming epoxy-network reactivity.,short-disiloxane,none,Additive,B,0.6172839506172839,0.6172839506172839,DOPO-core substitution route needs confirmation; large structural change from parent; candidate may be outside strict in-domain threshold
CAND_R2_254,DOPO-PEPA-glycidyloxy,TRAIN_075,DOPO-PEPA,glycidyloxy,Added glycidyloxy at aromatic atom 13.,DOPO_core_aromatic,Introduced one glycidyl ether group for co-curing with the epoxy hardener.,aryl-glycidyl-ether,epoxy,Co-curing,B,0.5952380952380952,0.5952380952380952,DOPO-core substitution route needs confirmation; large structural change from parent; candidate may be outside strict in-domain threshold
CAND_R2_255,DOPO-PEPA-diaminotriazine,TRAIN_075,DOPO-PEPA,diaminotriazine,Added diaminotriazine at aromatic atom 13.,DOPO_core_aromatic,Introduced one diamino-triazine substituent to add nitrogen and potential co-curing sites.,"diamino-1,3,5-triazine",NH2,Co-curing,B,0.5882352941176471,0.5882352941176471,DOPO-core substitution route needs confirmation; large structural change from parent; candidate may be outside strict in-domain threshold
CAND_R2_256,DOPO-PEPA-piperazine,TRAIN_075,DOPO-PEPA,piperazine,Added piperazine at aromatic atom 13.,DOPO_core_aromatic,Introduced a monosubstituted piperazine unit retaining one secondary N–H site.,piperazine,NH,Co-curing,B,0.5882352941176471,0.5882352941176471,DOPO-core substitution route needs confirmation; large structural change from parent; candidate may be outside strict in-domain threshold
CAND_R2_257,DOPO-PEPA-benzamide-linker,TRAIN_075,DOPO-PEPA,benzamide_linker,Added benzamide_linker at aromatic atom 13.,DOPO_core_aromatic,Introduced a benzamide substituent; amide nitrogen is not treated as a normal amine curing site.,benzamide,amide,Additive,B,0.5747126436781609,0.5747126436781609,DOPO-core substitution route needs confirmation; large structural change from parent; candidate may be outside strict in-domain threshold
CAND_R2_258,DOPO-PEPA-phenyl,TRAIN_075,DOPO-PEPA,phenyl,Added phenyl at aromatic atom 13.,DOPO_core_aromatic,Extended the aromatic linker by one phenyl group.,phenyl,none,Additive,B,0.6410256410256411,0.6410256410256411,DOPO-core substitution route needs confirmation; large structural change from parent; candidate may be outside strict in-domain threshold
CAND_R2_259,DOPO-PEPA-biphenyl,TRAIN_075,DOPO-PEPA,biphenyl,Added biphenyl at aromatic atom 13.,DOPO_core_aromatic,Extended the rigid aromatic linker to a biphenyl unit.,biphenyl,none,Additive,B,0.6172839506172839,0.6172839506172839,DOPO-core substitution route needs confirmation; large structural change from parent; candidate may be outside strict in-domain threshold
