Candidate_ID,Candidate_Name,SMILES_raw,Source_Type,Reference_ID,Design_Family,DOPO_Count,Linker_Type,Reactive_Group,Preparation_Type,Synthesis_Level,Notes
CAND_R2_204,DOPO-PPO-hydroxymethyl,O=P(Oc1ccc(C(O)P2(=O)Oc3ccccc3-c3ccccc32)cc1)(Oc1ccc(C(O)P2(=O)Oc3ccccc3-c3ccccc32)cc1)c1ccc(CO)cc1,designed,Designed,P-only,2,aryl-hydroxymethyl,CH2OH,Additive,B,"Parent=TRAIN_080 (DOPO-PPO); Change=Added hydroxymethyl at aromatic atom 53.; Attachment=peripheral_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.778; Max_Train_Tanimoto_r3=0.778; Risk=none. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_205,DOPO-PPO-carboxamide,NC(=O)c1ccc(P(=O)(Oc2ccc(C(O)P3(=O)Oc4ccccc4-c4ccccc43)cc2)Oc2ccc(C(O)P3(=O)Oc4ccccc4-c4ccccc43)cc2)cc1,designed,Designed,P-N,2,aryl-carboxamide,amide,Additive,B,"Parent=TRAIN_080 (DOPO-PPO); Change=Added carboxamide at aromatic atom 53.; Attachment=peripheral_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.768; Max_Train_Tanimoto_r3=0.768; Risk=none. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_206,DOPO-PPO-boronic-acid,O=P(Oc1ccc(C(O)P2(=O)Oc3ccccc3-c3ccccc32)cc1)(Oc1ccc(C(O)P2(=O)Oc3ccccc3-c3ccccc32)cc1)c1ccc(B(O)O)cc1,designed,Designed,P-B,2,aryl-boronic-acid,B(OH)2,Additive,B,"Parent=TRAIN_080 (DOPO-PPO); Change=Added boronic_acid at aromatic atom 53.; Attachment=peripheral_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.778; Max_Train_Tanimoto_r3=0.778; Risk=none. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_207,DOPO-PPO-pinacol-boronate,CC1(C)OB(c2ccc(P(=O)(Oc3ccc(C(O)P4(=O)Oc5ccccc5-c5ccccc54)cc3)Oc3ccc(C(O)P4(=O)Oc5ccccc5-c5ccccc54)cc3)cc2)OC1(C)C,designed,Designed,P-B,2,aryl-pinacol-boronate,pinacol boronate,Additive,B,"Parent=TRAIN_080 (DOPO-PPO); Change=Added pinacol_boronate at aromatic atom 53.; Attachment=peripheral_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.700; Max_Train_Tanimoto_r3=0.700; Risk=none. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_208,DOPO-PPO-trimethoxysilyl,CO[Si](OC)(OC)c1ccc(P(=O)(Oc2ccc(C(O)P3(=O)Oc4ccccc4-c4ccccc43)cc2)Oc2ccc(C(O)P3(=O)Oc4ccccc4-c4ccccc43)cc2)cc1,designed,Designed,P-Si,2,aryl-trimethoxysilyl,Si(OCH3)3,Additive + Secondary Crosslinking,B,"Parent=TRAIN_080 (DOPO-PPO); Change=Added trimethoxysilyl at aromatic atom 53.; Attachment=peripheral_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.741; Max_Train_Tanimoto_r3=0.741; Risk=none. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_209,DOPO-PPO-triethoxysilyl,CCO[Si](OCC)(OCC)c1ccc(P(=O)(Oc2ccc(C(O)P3(=O)Oc4ccccc4-c4ccccc43)cc2)Oc2ccc(C(O)P3(=O)Oc4ccccc4-c4ccccc43)cc2)cc1,designed,Designed,P-Si,2,aryl-triethoxysilyl,Si(OC2H5)3,Additive + Secondary Crosslinking,B,"Parent=TRAIN_080 (DOPO-PPO); Change=Added triethoxysilyl at aromatic atom 53.; Attachment=peripheral_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.708; Max_Train_Tanimoto_r3=0.708; Risk=none. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_210,DOPO-PPO-disiloxane,C[Si](C)(C)O[Si](C)(C)c1ccc(P(=O)(Oc2ccc(C(O)P3(=O)Oc4ccccc4-c4ccccc43)cc2)Oc2ccc(C(O)P3(=O)Oc4ccccc4-c4ccccc43)cc2)cc1,designed,Designed,P-Si,2,short-disiloxane,none,Additive,B,"Parent=TRAIN_080 (DOPO-PPO); Change=Added disiloxane at aromatic atom 53.; Attachment=peripheral_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.724; Max_Train_Tanimoto_r3=0.724; Risk=none. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_211,DOPO-PPO-glycidyloxy,O=P(Oc1ccc(C(O)P2(=O)Oc3ccccc3-c3ccccc32)cc1)(Oc1ccc(C(O)P2(=O)Oc3ccccc3-c3ccccc32)cc1)c1ccc(OCC2CO2)cc1,designed,Designed,P-only,2,aryl-glycidyl-ether,epoxy,Co-curing,B,"Parent=TRAIN_080 (DOPO-PPO); Change=Added glycidyloxy at aromatic atom 53.; Attachment=peripheral_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.716; Max_Train_Tanimoto_r3=0.716; Risk=none. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_212,DOPO-PPO-diaminotriazine,Nc1nc(N)nc(-c2ccc(P(=O)(Oc3ccc(C(O)P4(=O)Oc5ccccc5-c5ccccc54)cc3)Oc3ccc(C(O)P4(=O)Oc5ccccc5-c5ccccc54)cc3)cc2)n1,designed,Designed,P-N,2,"diamino-1,3,5-triazine",NH2,Co-curing,B,"Parent=TRAIN_080 (DOPO-PPO); Change=Added diaminotriazine at aromatic atom 53.; Attachment=peripheral_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.692; Max_Train_Tanimoto_r3=0.692; Risk=candidate may be outside strict in-domain threshold. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_213,DOPO-PPO-piperazine,O=P(Oc1ccc(C(O)P2(=O)Oc3ccccc3-c3ccccc32)cc1)(Oc1ccc(C(O)P2(=O)Oc3ccccc3-c3ccccc32)cc1)c1ccc(N2CCNCC2)cc1,designed,Designed,P-N,2,piperazine,NH,Co-curing,B,"Parent=TRAIN_080 (DOPO-PPO); Change=Added piperazine at aromatic atom 53.; Attachment=peripheral_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.685; Max_Train_Tanimoto_r3=0.685; Risk=candidate may be outside strict in-domain threshold. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_214,DOPO-PPO-benzamide-linker,O=C(Nc1ccc(P(=O)(Oc2ccc(C(O)P3(=O)Oc4ccccc4-c4ccccc43)cc2)Oc2ccc(C(O)P3(=O)Oc4ccccc4-c4ccccc43)cc2)cc1)c1ccccc1,designed,Designed,P-N,2,benzamide,amide,Additive,B,"Parent=TRAIN_080 (DOPO-PPO); Change=Added benzamide_linker at aromatic atom 53.; Attachment=peripheral_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.742; Max_Train_Tanimoto_r3=0.742; Risk=none. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_215,DOPO-PPO-phenyl,O=P(Oc1ccc(C(O)P2(=O)Oc3ccccc3-c3ccccc32)cc1)(Oc1ccc(C(O)P2(=O)Oc3ccccc3-c3ccccc32)cc1)c1ccc(-c2ccccc2)cc1,designed,Designed,P-only,2,phenyl,none,Additive,B,"Parent=TRAIN_080 (DOPO-PPO); Change=Added phenyl at aromatic atom 53.; Attachment=peripheral_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.802; Max_Train_Tanimoto_r3=0.802; Risk=none. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_216,DOPO-PPO-biphenyl,O=P(Oc1ccc(C(O)P2(=O)Oc3ccccc3-c3ccccc32)cc1)(Oc1ccc(C(O)P2(=O)Oc3ccccc3-c3ccccc32)cc1)c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,designed,Designed,P-only,2,biphenyl,none,Additive,B,"Parent=TRAIN_080 (DOPO-PPO); Change=Added biphenyl at aromatic atom 53.; Attachment=peripheral_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.793; Max_Train_Tanimoto_r3=0.793; Risk=none. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_217,DOPO-PPO-OH-glycidyl-all,O=P(Oc1ccc(C(OCC2CO2)P2(=O)Oc3ccccc3-c3ccccc32)cc1)(Oc1ccc(C(OCC2CO2)P2(=O)Oc3ccccc3-c3ccccc32)cc1)c1ccccc1,designed,Designed,P-only,2,OH-to-glycidyl-ether-all,epoxy,Co-curing,B,"Parent=TRAIN_080 (DOPO-PPO); Change=Converted one OH group to a glycidyl ether. Converted all OH groups.; Attachment=all_OH; One-factor computational analogue. Parent_Tanimoto_r3=0.620; Max_Train_Tanimoto_r3=0.620; Risk=large structural change from parent; candidate may be outside strict in-domain threshold. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_218,DOPO-PPO-OH-methyl,COC(c1ccc(OP(=O)(Oc2ccc(C(O)P3(=O)Oc4ccccc4-c4ccccc43)cc2)c2ccccc2)cc1)P1(=O)Oc2ccccc2-c2ccccc21,designed,Designed,P-only,2,OH-to-methyl-ether,none,Additive,B,"Parent=TRAIN_080 (DOPO-PPO); Change=Converted one OH group to a methyl ether. Regioisomer 1.; Attachment=OH_site_1; One-factor computational analogue. Parent_Tanimoto_r3=0.841; Max_Train_Tanimoto_r3=0.841; Risk=none. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_219,DOPO-PPO-OH-methyl-all,COC(c1ccc(OP(=O)(Oc2ccc(C(OC)P3(=O)Oc4ccccc4-c4ccccc43)cc2)c2ccccc2)cc1)P1(=O)Oc2ccccc2-c2ccccc21,designed,Designed,P-only,2,OH-to-methyl-ether-all,none,Additive,B,"Parent=TRAIN_080 (DOPO-PPO); Change=Converted one OH group to a methyl ether. Converted all OH groups.; Attachment=all_OH; One-factor computational analogue. Parent_Tanimoto_r3=0.695; Max_Train_Tanimoto_r3=0.695; Risk=candidate may be outside strict in-domain threshold. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_220,DOPO-PPO-OH-acetyl,CC(=O)OC(c1ccc(OP(=O)(Oc2ccc(C(O)P3(=O)Oc4ccccc4-c4ccccc43)cc2)c2ccccc2)cc1)P1(=O)Oc2ccccc2-c2ccccc21,designed,Designed,P-only,2,OH-to-acetate,none,Additive,B,"Parent=TRAIN_080 (DOPO-PPO); Change=Converted one OH group to an acetate. Regioisomer 1.; Attachment=OH_site_1; One-factor computational analogue. Parent_Tanimoto_r3=0.812; Max_Train_Tanimoto_r3=0.812; Risk=none. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_221,DOPO-PPO-OH-acetyl-all,CC(=O)OC(c1ccc(OP(=O)(Oc2ccc(C(OC(C)=O)P3(=O)Oc4ccccc4-c4ccccc43)cc2)c2ccccc2)cc1)P1(=O)Oc2ccccc2-c2ccccc21,designed,Designed,P-only,2,OH-to-acetate-all,none,Additive,B,"Parent=TRAIN_080 (DOPO-PPO); Change=Converted one OH group to an acetate. Converted all OH groups.; Attachment=all_OH; One-factor computational analogue. Parent_Tanimoto_r3=0.694; Max_Train_Tanimoto_r3=0.694; Risk=candidate may be outside strict in-domain threshold. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_222,DOPO-PPO-OH-allyl,C=CCOC(c1ccc(OP(=O)(Oc2ccc(C(O)P3(=O)Oc4ccccc4-c4ccccc43)cc2)c2ccccc2)cc1)P1(=O)Oc2ccccc2-c2ccccc21,designed,Designed,P-only,2,OH-to-allyl-ether,allyl,Additive,B,"Parent=TRAIN_080 (DOPO-PPO); Change=Converted one OH group to an allyl ether; no EP reactivity is assumed. Regioisomer 1.; Attachment=OH_site_1; One-factor computational analogue. Parent_Tanimoto_r3=0.758; Max_Train_Tanimoto_r3=0.758; Risk=none. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_223,DOPO-PPO-OH-allyl-all,C=CCOC(c1ccc(OP(=O)(Oc2ccc(C(OCC=C)P3(=O)Oc4ccccc4-c4ccccc43)cc2)c2ccccc2)cc1)P1(=O)Oc2ccccc2-c2ccccc21,designed,Designed,P-only,2,OH-to-allyl-ether-all,allyl,Additive,B,"Parent=TRAIN_080 (DOPO-PPO); Change=Converted one OH group to an allyl ether; no EP reactivity is assumed. Converted all OH groups.; Attachment=all_OH; One-factor computational analogue. Parent_Tanimoto_r3=0.626; Max_Train_Tanimoto_r3=0.626; Risk=large structural change from parent; candidate may be outside strict in-domain threshold. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_224,PAD-amino,Nc1ccc2nc(NC(c3ccc(OP(=O)(Oc4ccc(C(Nc5nc6ccccc6s5)P5(=O)Oc6ccccc6-c6ccccc65)cc4)c4ccccc4)cc3)P3(=O)Oc4ccccc4-c4ccccc43)sc2c1,designed,Designed,P-N-S,2,aryl-amino,NH2,Co-curing,B,"Parent=TRAIN_055 (PAD); Change=Added amino at aromatic atom 47.; Attachment=peripheral_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.849; Max_Train_Tanimoto_r3=0.849; Risk=none. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_225,PAD-hydroxy,O=P(Oc1ccc(C(Nc2nc3ccccc3s2)P2(=O)Oc3ccccc3-c3ccccc32)cc1)(Oc1ccc(C(Nc2nc3ccc(O)cc3s2)P2(=O)Oc3ccccc3-c3ccccc32)cc1)c1ccccc1,designed,Designed,P-N-S,2,aryl-hydroxy,OH,Additive,B,"Parent=TRAIN_055 (PAD); Change=Added hydroxy at aromatic atom 47.; Attachment=peripheral_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.857; Max_Train_Tanimoto_r3=0.857; Risk=none. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_226,PAD-hydroxymethyl,O=P(Oc1ccc(C(Nc2nc3ccccc3s2)P2(=O)Oc3ccccc3-c3ccccc32)cc1)(Oc1ccc(C(Nc2nc3ccc(CO)cc3s2)P2(=O)Oc3ccccc3-c3ccccc32)cc1)c1ccccc1,designed,Designed,P-N-S,2,aryl-hydroxymethyl,CH2OH,Additive,B,"Parent=TRAIN_055 (PAD); Change=Added hydroxymethyl at aromatic atom 47.; Attachment=peripheral_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.833; Max_Train_Tanimoto_r3=0.833; Risk=none. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_227,PAD-carboxamide,NC(=O)c1ccc2nc(NC(c3ccc(OP(=O)(Oc4ccc(C(Nc5nc6ccccc6s5)P5(=O)Oc6ccccc6-c6ccccc65)cc4)c4ccccc4)cc3)P3(=O)Oc4ccccc4-c4ccccc43)sc2c1,designed,Designed,P-N-S,2,aryl-carboxamide,amide,Additive,B,"Parent=TRAIN_055 (PAD); Change=Added carboxamide at aromatic atom 47.; Attachment=peripheral_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.818; Max_Train_Tanimoto_r3=0.818; Risk=none. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_228,PAD-boronic-acid,O=P(Oc1ccc(C(Nc2nc3ccccc3s2)P2(=O)Oc3ccccc3-c3ccccc32)cc1)(Oc1ccc(C(Nc2nc3ccc(B(O)O)cc3s2)P2(=O)Oc3ccccc3-c3ccccc32)cc1)c1ccccc1,designed,Designed,P-N-B-S,2,aryl-boronic-acid,B(OH)2,Additive,B,"Parent=TRAIN_055 (PAD); Change=Added boronic_acid at aromatic atom 47.; Attachment=peripheral_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.826; Max_Train_Tanimoto_r3=0.826; Risk=none. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_229,PAD-pinacol-boronate,CC1(C)OB(c2ccc3nc(NC(c4ccc(OP(=O)(Oc5ccc(C(Nc6nc7ccccc7s6)P6(=O)Oc7ccccc7-c7ccccc76)cc5)c5ccccc5)cc4)P4(=O)Oc5ccccc5-c5ccccc54)sc3c2)OC1(C)C,designed,Designed,P-N-B-S,2,aryl-pinacol-boronate,pinacol boronate,Additive,B,"Parent=TRAIN_055 (PAD); Change=Added pinacol_boronate at aromatic atom 47.; Attachment=peripheral_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.769; Max_Train_Tanimoto_r3=0.769; Risk=none. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_230,PAD-trimethoxysilyl,CO[Si](OC)(OC)c1ccc2nc(NC(c3ccc(OP(=O)(Oc4ccc(C(Nc5nc6ccccc6s5)P5(=O)Oc6ccccc6-c6ccccc65)cc4)c4ccccc4)cc3)P3(=O)Oc4ccccc4-c4ccccc43)sc2c1,designed,Designed,P-N-Si-S,2,aryl-trimethoxysilyl,Si(OCH3)3,Additive + Secondary Crosslinking,B,"Parent=TRAIN_055 (PAD); Change=Added trimethoxysilyl at aromatic atom 47.; Attachment=peripheral_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.811; Max_Train_Tanimoto_r3=0.811; Risk=none. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_231,PAD-triethoxysilyl,CCO[Si](OCC)(OCC)c1ccc2nc(NC(c3ccc(OP(=O)(Oc4ccc(C(Nc5nc6ccccc6s5)P5(=O)Oc6ccccc6-c6ccccc65)cc4)c4ccccc4)cc3)P3(=O)Oc4ccccc4-c4ccccc43)sc2c1,designed,Designed,P-N-Si-S,2,aryl-triethoxysilyl,Si(OC2H5)3,Additive + Secondary Crosslinking,B,"Parent=TRAIN_055 (PAD); Change=Added triethoxysilyl at aromatic atom 47.; Attachment=peripheral_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.789; Max_Train_Tanimoto_r3=0.789; Risk=high molecular weight. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_232,PAD-disiloxane,C[Si](C)(C)O[Si](C)(C)c1ccc2nc(NC(c3ccc(OP(=O)(Oc4ccc(C(Nc5nc6ccccc6s5)P5(=O)Oc6ccccc6-c6ccccc65)cc4)c4ccccc4)cc3)P3(=O)Oc4ccccc4-c4ccccc43)sc2c1,designed,Designed,P-N-Si-S,2,short-disiloxane,none,Additive,B,"Parent=TRAIN_055 (PAD); Change=Added disiloxane at aromatic atom 47.; Attachment=peripheral_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.796; Max_Train_Tanimoto_r3=0.796; Risk=high molecular weight. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_233,PAD-glycidyloxy,O=P(Oc1ccc(C(Nc2nc3ccccc3s2)P2(=O)Oc3ccccc3-c3ccccc32)cc1)(Oc1ccc(C(Nc2nc3ccc(OCC4CO4)cc3s2)P2(=O)Oc3ccccc3-c3ccccc32)cc1)c1ccccc1,designed,Designed,P-N-S,2,aryl-glycidyl-ether,epoxy,Co-curing,B,"Parent=TRAIN_055 (PAD); Change=Added glycidyloxy at aromatic atom 47.; Attachment=peripheral_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.776; Max_Train_Tanimoto_r3=0.776; Risk=none. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_234,PAD-diaminotriazine,Nc1nc(N)nc(-c2ccc3nc(NC(c4ccc(OP(=O)(Oc5ccc(C(Nc6nc7ccccc7s6)P6(=O)Oc7ccccc7-c7ccccc76)cc5)c5ccccc5)cc4)P4(=O)Oc5ccccc5-c5ccccc54)sc3c2)n1,designed,Designed,P-N-S,2,"diamino-1,3,5-triazine",NH2,Co-curing,B,"Parent=TRAIN_055 (PAD); Change=Added diaminotriazine at aromatic atom 47.; Attachment=peripheral_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.783; Max_Train_Tanimoto_r3=0.783; Risk=none. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_235,PAD-piperazine,O=P(Oc1ccc(C(Nc2nc3ccccc3s2)P2(=O)Oc3ccccc3-c3ccccc32)cc1)(Oc1ccc(C(Nc2nc3ccc(N4CCNCC4)cc3s2)P2(=O)Oc3ccccc3-c3ccccc32)cc1)c1ccccc1,designed,Designed,P-N-S,2,piperazine,NH,Co-curing,B,"Parent=TRAIN_055 (PAD); Change=Added piperazine at aromatic atom 47.; Attachment=peripheral_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.763; Max_Train_Tanimoto_r3=0.763; Risk=none. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_236,PAD-benzamide-linker,O=C(Nc1ccc2nc(NC(c3ccc(OP(=O)(Oc4ccc(C(Nc5nc6ccccc6s5)P5(=O)Oc6ccccc6-c6ccccc65)cc4)c4ccccc4)cc3)P3(=O)Oc4ccccc4-c4ccccc43)sc2c1)c1ccccc1,designed,Designed,P-N-S,2,benzamide,amide,Additive,B,"Parent=TRAIN_055 (PAD); Change=Added benzamide_linker at aromatic atom 47.; Attachment=peripheral_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.776; Max_Train_Tanimoto_r3=0.776; Risk=none. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_237,PAD-phenyl,O=P(Oc1ccc(C(Nc2nc3ccccc3s2)P2(=O)Oc3ccccc3-c3ccccc32)cc1)(Oc1ccc(C(Nc2nc3ccc(-c4ccccc4)cc3s2)P2(=O)Oc3ccccc3-c3ccccc32)cc1)c1ccccc1,designed,Designed,P-N-S,2,phenyl,none,Additive,B,"Parent=TRAIN_055 (PAD); Change=Added phenyl at aromatic atom 47.; Attachment=peripheral_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.826; Max_Train_Tanimoto_r3=0.826; Risk=none. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_238,PAD-biphenyl,O=P(Oc1ccc(C(Nc2nc3ccccc3s2)P2(=O)Oc3ccccc3-c3ccccc32)cc1)(Oc1ccc(C(Nc2nc3ccc(-c4ccc(-c5ccccc5)cc4)cc3s2)P2(=O)Oc3ccccc3-c3ccccc32)cc1)c1ccccc1,designed,Designed,P-N-S,2,biphenyl,none,Additive,B,"Parent=TRAIN_055 (PAD); Change=Added biphenyl at aromatic atom 47.; Attachment=peripheral_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.804; Max_Train_Tanimoto_r3=0.804; Risk=high molecular weight. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_239,PAD-NH-methyl,CN(c1nc2ccccc2s1)C(c1ccc(OP(=O)(Oc2ccc(C(Nc3nc4ccccc4s3)P3(=O)Oc4ccccc4-c4ccccc43)cc2)c2ccccc2)cc1)P1(=O)Oc2ccccc2-c2ccccc21,designed,Designed,P-N-S,2,N-methyl,none,Additive,B,"Parent=TRAIN_055 (PAD); Change=Methylated one free N–H site, reducing curing activity. Regioisomer 1.; Attachment=NH_site_1; One-factor computational analogue. Parent_Tanimoto_r3=0.796; Max_Train_Tanimoto_r3=0.796; Risk=none. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_240,PAD-NH-methyl-all,CN(c1nc2ccccc2s1)C(c1ccc(OP(=O)(Oc2ccc(C(N(C)c3nc4ccccc4s3)P3(=O)Oc4ccccc4-c4ccccc43)cc2)c2ccccc2)cc1)P1(=O)Oc2ccccc2-c2ccccc21,designed,Designed,P-N-S,2,N-methyl-all,none,Additive,B,"Parent=TRAIN_055 (PAD); Change=Methylated one free N–H site, reducing curing activity. Converted all N–H sites.; Attachment=all_NH; One-factor computational analogue. Parent_Tanimoto_r3=0.628; Max_Train_Tanimoto_r3=0.628; Risk=large structural change from parent; candidate may be outside strict in-domain threshold. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_241,PAD-NH-hydroxyethyl,O=P(Oc1ccc(C(Nc2nc3ccccc3s2)P2(=O)Oc3ccccc3-c3ccccc32)cc1)(Oc1ccc(C(N(CCO)c2nc3ccccc3s2)P2(=O)Oc3ccccc3-c3ccccc32)cc1)c1ccccc1,designed,Designed,P-N-S,2,N-hydroxyethyl,OH,Additive,B,"Parent=TRAIN_055 (PAD); Change=Introduced one hydroxyethyl substituent on an N–H site. Regioisomer 1.; Attachment=NH_site_1; One-factor computational analogue. Parent_Tanimoto_r3=0.763; Max_Train_Tanimoto_r3=0.763; Risk=none. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_242,PAD-NH-hydroxyethyl-all,O=P(Oc1ccc(C(N(CCO)c2nc3ccccc3s2)P2(=O)Oc3ccccc3-c3ccccc32)cc1)(Oc1ccc(C(N(CCO)c2nc3ccccc3s2)P2(=O)Oc3ccccc3-c3ccccc32)cc1)c1ccccc1,designed,Designed,P-N-S,2,N-hydroxyethyl-all,OH,Additive,B,"Parent=TRAIN_055 (PAD); Change=Introduced one hydroxyethyl substituent on an N–H site. Converted all N–H sites.; Attachment=all_NH; One-factor computational analogue. Parent_Tanimoto_r3=0.593; Max_Train_Tanimoto_r3=0.593; Risk=large structural change from parent; candidate may be outside strict in-domain threshold. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_243,PAD-NH-glycidyl,O=P(Oc1ccc(C(Nc2nc3ccccc3s2)P2(=O)Oc3ccccc3-c3ccccc32)cc1)(Oc1ccc(C(N(CC2CO2)c2nc3ccccc3s2)P2(=O)Oc3ccccc3-c3ccccc32)cc1)c1ccccc1,designed,Designed,P-N-S,2,N-glycidyl,epoxy,Co-curing,B,"Parent=TRAIN_055 (PAD); Change=Introduced one glycidyl substituent on an N–H site. Regioisomer 1.; Attachment=NH_site_1; One-factor computational analogue. Parent_Tanimoto_r3=0.750; Max_Train_Tanimoto_r3=0.750; Risk=none. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_244,PAD-NH-glycidyl-all,O=P(Oc1ccc(C(N(CC2CO2)c2nc3ccccc3s2)P2(=O)Oc3ccccc3-c3ccccc32)cc1)(Oc1ccc(C(N(CC2CO2)c2nc3ccccc3s2)P2(=O)Oc3ccccc3-c3ccccc32)cc1)c1ccccc1,designed,Designed,P-N-S,2,N-glycidyl-all,epoxy,Co-curing,B,"Parent=TRAIN_055 (PAD); Change=Introduced one glycidyl substituent on an N–H site. Converted all N–H sites.; Attachment=all_NH; One-factor computational analogue. Parent_Tanimoto_r3=0.583; Max_Train_Tanimoto_r3=0.583; Risk=large structural change from parent; candidate may be outside strict in-domain threshold. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
